Region,State,Area,CRSI,Governance,Risk,Built Environment,Society,Natural Environment
,South Dakota,Todd,3.055,0.582,0.142,0.336,0.173,0.613
,South Dakota,Tripp,2.502,0.648,0.15,0.241,0.633,0.282
,South Dakota,Turner,6.513,0.799,0.185,0.345,0.841,0.381
,South Dakota,Union,8.561,0.703,0.11,0.427,0.634,0.392
,South Dakota,Walworth,7.781,0.672,0.087,0.24,0.777,0.34
,South Dakota,Yankton,6.984,0.73,0.133,0.319,0.771,0.368
,South Dakota,Ziebach,0.753,0.828,0.231,0.261,0.134,0.508
,Utah,Utah,7.259,0.67,0.211,0.495,0.617,0.463
,Utah,Beaver,10.117,0.727,0.135,0.552,0.59,0.507
,Utah,Box Elder,7.366,0.755,0.167,0.599,0.635,0.319
,Utah,Cache,4.753,0.664,0.267,0.541,0.638,0.494
,Utah,Carbon,6.668,0.584,0.12,0.438,0.564,0.444
,Utah,Daggett,6.685,0.761,0.128,0.311,0.404,0.61
,Utah,Davis,1.357,0.639,0.711,0.424,0.655,0.445
,Utah,Duchesne,14.008,0.761,0.075,0.423,0.589,0.449
,Utah,Emery,9.925,0.631,0.125,0.54,0.663,0.495
,Utah,Garfield,7.351,0.657,0.146,0.493,0.615,0.454
,Utah,Grand,5.433,0.523,0.147,0.372,0.606,0.547
,Utah,Iron,8.863,0.631,0.136,0.61,0.592,0.457
,Utah,Juab,8.609,0.78,0.148,0.436,0.783,0.38
,Utah,Kane,9.396,0.62,0.107,0.412,0.688,0.479
,Utah,Millard,11.18,0.698,0.112,0.576,0.578,0.455
,Utah,Morgan,6.623,0.673,0.155,0.462,0.701,0.371
,Utah,Piute,6.188,0.678,0.103,0.252,0.399,0.605
,Utah,Rich,6.337,0.541,0.11,0.393,0.604,0.427
,Utah,Salt Lake,1.573,0.667,0.775,0.768,0.612,0.236
,Utah,San Juan,8.578,0.642,0.127,0.481,0.617,0.492
,Utah,Sanpete,8.578,0.712,0.137,0.446,0.681,0.46
,Wyoming,,,,,,,
Region 9,Arizona,Apache,10.466,0.65,0.125,0.741,0.443,0.473
,Arizona,Cochise,8.158,0.586,0.123,0.726,0.47,0.348
,Arizona,Coconino,13.333,0.65,0.132,0.906,0.573,0.472
,Arizona,Gila,7.544,0.556,0.112,0.528,0.495,0.463
,Arizona,Graham,7.635,0.625,0.108,0.427,0.54,0.457
,Arizona,Greenlee,6.192,0.572,0.13,0.378,0.481,0.59
,Arizona,La Paz,3.008,0.549,0.187,0.547,0.363,0.346
,Arizona,Maricopa,2.111,0.66,0.662,0.942,0.471,0.276
,Arizona,Mohave,8.288,0.632,0.122,0.83,0.365,0.275
,Arizona,Navajo,11.31,0.602,0.131,0.804,0.513,0.534
,Arizona,Pima,7.001,0.649,0.225,0.895,0.454,0.465
,Arizona,Pinal,4.616,0.594,0.249,0.873,0.389,0.343
,Arizona,Santa Cruz,5.316,0.64,0.123,0.42,0.399,0.456
,Arizona,Yavapai,9.728,0.612,0.131,0.896,0.504,0.286
,Arizona,Yuma,5.677,0.61,0.179,0.731,0.415,0.368
,California,California,3.897,0.498,0.279,0.641,0.485,0.461
,California,Alameda,1.436,0.394,0.501,0.72,0.549,0.338
,California,Alpine,2.56,0.749,0.318,0.37,0.276,0.633
,California,Amador,2.698,0.523,0.191,0.427,0.489,0.36
,California,Butte,3.938,0.484,0.211,0.721,0.397,0.414
,California,Calaveras,4.227,0.464,0.131,0.494,0.553,0.32
,California,Colusa,2.453,0.482,0.147,0.39,0.359,0.41
,California,Contra Costa,1.175,0.403,0.651,0.734,0.525,0.371
,California,Del Norte,3.443,0.521,0.191,0.407,0.374,0.586
,California,El Dorado,4.823,0.557,0.209,0.623,0.538,0.444
,California,Fresno,5.014,0.47,0.241,0.96,0.478,0.435
,California,Glenn,3.272,0.552,0.149,0.367,0.379,0.471
,California,Humboldt,8.059,0.462,0.148,0.805,0.511,0.58
,California,Imperial,9.285,0.654,0.155,0.894,0.379,0.438
,California,Inyo,5.004,0.571,0.253,0.605,0.668,0.525
,California,Kern,4.615,0.433,0.213,0.99,0.389,0.35
,California,Kings,2.265,0.58,0.201,0.632,0.345,0.172
,California,Lake,1.676,0.195,0.16,0.49,0.36,0.552
,California,Lassen,11.003,0.632,0.117,0.63,0.529,0.535
,California,Los Angeles,1.936,0.486,0.576,0.881,0.535,0.363
,California,Madera,4.165,0.437,0.182,0.695,0.451,0.403
,California,Marin,5.032,0.447,0.159,0.414,0.545,0.656
,California,Mariposa,1.296,0.229,0.272,0.476,0.515,0.512
,California,Mendocino,6.181,0.466,0.157,0.723,0.533,0.452
,California,Merced,2.967,0.583,0.25,0.688,0.362,0.296
,California,Modoc,4.731,0.534,0.139,0.435,0.434,0.498
,California,Mono,12.921,0.525,0.089,0.586,0.644,0.553
,California,Monterey,2.231,0.175,0.187,0.809,0.493,0.513
,California,Napa,1.24,0.307,0.37,0.458,0.518,0.512
,California,Nevada,5.594,0.573,0.198,0.596,0.536,0.525
,California,Orange,1.317,0.543,0.763,0.736,0.57,0.312
,California,Placer,2.994,0.618,0.424,0.711,0.575,0.418
,California,Plumas,3.901,0.539,0.291,0.635,0.527,0.561
,California,Riverside,3.496,0.591,0.453,0.934,0.488,0.5
,California,Sacramento,1.907,0.568,0.626,0.763,0.59,0.37
,California,San Benito,4.763,0.583,0.124,0.427,0.453,0.402
,California,San Bernandino,7.519,0.589,0.215,0.985,0.48,0.479
,California,San Diego,3.767,0.542,0.386,0.907,0.52,0.507
,California,San Francisco,5.591,0.792,0.24,0.429,0.53,0.614
,California,San Joaquin,1.624,0.59,0.564,0.724,0.447,0.304
,California,San Luis Obispo,2.721,0.452,0.439,0.861,0.606,0.471
,California,San Mateo,3.954,0.423,0.186,0.557,0.539,0.485
,California,Santa Barbara,7.179,0.556,0.224,0.83,0.559,0.645
,California,Santa Clara,2.166,0.406,0.363,0.682,0.552,0.42
,California,Santa Cruz,4.203,0.454,0.173,0.382,0.532,0.625
,California,Shasta,6.492,0.416,0.134,0.799,0.462,0.429
,California,Sierra,4.434,0.556,0.157,0.366,0.406,0.6
,California,Siskiyou,2.107,0.395,0.398,0.74,0.541,0.44
,California,Solano,1.509,0.433,0.455,0.607,0.522,0.383
,California,Sonoma,3.67,0.381,0.251,0.783,0.564,0.497
,California,Stanislaus,1.623,0.503,0.477,0.717,0.432,0.317
,California,Sutter,2.546,0.571,0.192,0.47,0.437,0.303
,California,Tehama,2.773,0.56,0.299,0.55,0.406,0.495
,California,Trinity,2.548,0.489,0.271,0.428,0.405,0.6
,California,Tulare,4.284,0.351,0.186,0.895,0.44,0.415
,California,Tuolumne,3.73,0.417,0.171,0.57,0.476,0.438
,California,Ventura,3.766,0.534,0.384,0.751,0.55,0.66
,California,Yolo,2.664,0.538,0.317,0.564,0.514,0.429
,California,Yuba,1.534,0.576,0.233,0.372,0.362,0.374
,Hawaii,Hawaii,16.531,0.739,0.092,0.57,0.589,0.479
,Hawaii,Hawaii,17.909,0.781,0.107,0.74,0.626,0.508
,Hawaii,Honolulu,15.57,0.86,0.147,0.698,0.639,0.631
,Hawaii,Kalawao,1.492,0.421,0.068,0.26,0.308,0.383
,Hawaii,Kauai,20.062,0.789,0.074,0.559,0.733,0.383
,Hawaii,Maui,27.62,0.846,0.063,0.595,0.64,0.492
,Nevada,,,,,,,
Region 10,Alaska,Kodiak Island,189.172,0.702,0.01,0.557,0.474,0.928
,Alaska,Lake and Peninsula,20.715,0.606,0.045,0.488,0.247,0.718
,Alaska,North Slope,51.674,0.638,0.038,0.747,0.365,0.959
,Alaska,Petersburg,39.241,0.762,0.026,0.318,0.604,0.538
,Alaska,Prince of Wales-Hyder,55.456,0.608,0.018,0.573,0.443,0.487
,Alaska,Sitka City and Skagway,45.338,0.767,0.036,0.398,0.681,0.709
,Alaska,Municipality,30.968,0.944,0.028,0.245,0.52,0.501
,Alaska,Valdez-Cordova,11.163,0.641,0.126,0.689,0.603,0.475
,Alaska,Wrangell City and,33.133,0.523,0.011,0.269,0.373,0.52
,Alaska,Yakutat City and,27.305,0.662,0.044,0.256,0.449,0.924
,Idaho,Idaho,8.774,0.666,0.137,0.42,0.545,0.537
,Idaho,Ada,3.77,0.625,0.345,0.562,0.58,0.586
,Idaho,Adams,12.908,0.72,0.093,0.376,0.573,0.627
,Idaho,Bannock,6.919,0.645,0.19,0.519,0.615,0.587
,Idaho,Bear Lake,3.113,0.269,0.102,0.284,0.632,0.48
,Idaho,Benewah,16.565,0.79,0.062,0.326,0.476,0.612
,Idaho,Bingham,7.274,0.595,0.146,0.492,0.626,0.507
,Idaho,Blaine,16.076,0.744,0.101,0.55,0.683,0.563
,Idaho,Boise,8.875,0.624,0.106,0.5,0.313,0.637
,Idaho,Bonner,20.557,0.616,0.064,0.636,0.582,0.531
,Idaho,Bonneville,4.295,0.623,0.282,0.574,0.647,0.465
,Idaho,Boundary,17.607,0.662,0.072,0.443,0.666,0.576
,Idaho,Butte,3.197,0.677,0.141,0.256,0.403,0.485
,Idaho,Camas,2.27,0.894,0.084,0.213,0.171,0.532
,Idaho,Canyon,1.917,0.651,0.431,0.507,0.518,0.366
,Idaho,Caribou,6.409,0.783,0.142,0.332,0.568,0.473
,Idaho,Cassia,11.75,0.66,0.101,0.452,0.644,0.542
,Idaho,Clark,0.944,0.766,0.313,0.243,0.254,0.503
,Idaho,Clearwater,8.102,0.623,0.144,0.417,0.609,0.637
,Idaho,Custer,7.015,0.659,0.173,0.419,0.592,0.636
,Idaho,Elmore,12.465,0.723,0.116,0.549,0.508,0.624
,Idaho,Franklin,6.364,0.616,0.13,0.411,0.529,0.493
,Idaho,Fremont,9.271,0.753,0.131,0.414,0.612,0.531
,Idaho,Gem,8.001,0.697,0.106,0.344,0.514,0.526
,Idaho,Gooding,8.57,0.552,0.102,0.424,0.566,0.542
,Idaho,Idaho,12.923,0.72,0.108,0.531,0.666,0.496
,Idaho,Jefferson,11,0.615,0.095,0.412,0.673,0.524
,Idaho,Jerome,7.811,0.667,0.133,0.514,0.485,0.504
,Idaho,Kootenai,10.106,0.64,0.151,0.725,0.573,0.538
,Idaho,Latah,21.018,0.634,0.046,0.488,0.538,0.473
,Idaho,Lemhi,7.246,0.618,0.117,0.347,0.694,0.439
,Idaho,Lewis,6.81,0.857,0.177,0.285,0.458,0.71
,Idaho,Lincoln,5.931,0.623,0.151,0.27,0.536,0.676
,Idaho,Madison,6.932,0.799,0.157,0.43,0.542,0.469
,Idaho,Minidoka,8.853,0.659,0.093,0.333,0.487,0.571
,Idaho,Nez Perce,12.597,0.689,0.105,0.48,0.612,0.582
,Idaho,Oneida,4.51,0.669,0.146,0.246,0.546,0.51
,Idaho,Owyhee,7.633,0.675,0.106,0.367,0.43,0.559
,Idaho,Payette,4.066,0.568,0.135,0.359,0.44,0.465
,Idaho,Power,5.356,0.61,0.115,0.349,0.476,0.465
,Idaho,Shoshone,6.408,0.718,0.085,0.261,0.49,0.449
,Idaho,Teton,9.913,0.782,0.124,0.427,0.622,0.492
,Idaho,Twin Falls,8.948,0.562,0.125,0.592,0.599,0.501
,Idaho,Valley,17.87,0.652,0.088,0.506,0.812,0.602
,Idaho,Washington,5.882,0.568,0.101,0.321,0.434,0.542
,Oregon,Oregon,7.145,0.618,0.149,0.499,0.465,0.517
,Oregon,Baker,11.961,0.6,0.089,0.475,0.554,0.58
,Oregon,Benton,5.144,0.669,0.176,0.468,0.432,0.511
,Oregon,Clackamas,7.105,0.576,0.189,0.698,0.562,0.554
,Oregon,Clatsop,6.299,0.604,0.098,0.412,0.461,0.415
,Oregon,Columbia,3.875,0.686,0.167,0.4,0.408,0.438
,Oregon,Coos,5.082,0.511,0.124,0.509,0.411,0.433
,Oregon,Crook,6.593,0.622,0.13,0.416,0.517,0.509
,Oregon,Curry,2.809,0.568,0.253,0.353,0.489,0.55
,Oregon,Deschutes,13.496,0.745,0.123,0.661,0.561,0.553
,Oregon,Douglas,6.993,0.515,0.163,0.837,0.429,0.461
,Oregon,Gilliam,6.547,0.69,0.066,0.287,0.37,0.461
,Oregon,Grant,11.587,0.814,0.108,0.372,0.521,0.616
,Oregon,Harney,8.136,0.584,0.1,0.373,0.489,0.584
,Oregon,Hood River,5.421,0.495,0.147,0.392,0.552,0.601
,Oregon,Jackson,7.281,0.559,0.159,0.727,0.428,0.526
,Oregon,Jefferson,6.224,0.618,0.125,0.485,0.391,0.487
,Oregon,Josephine,4.082,0.437,0.142,0.477,0.399,0.518
,Oregon,Klamath,8.713,0.588,0.121,0.703,0.435,0.435
,Oregon,Lake,6.54,0.591,0.117,0.431,0.437,0.524
,Oregon,Lane,8.488,0.648,0.18,0.871,0.485,0.44
,Oregon,Lincoln,5.446,0.601,0.138,0.47,0.421,0.477
,Oregon,Linn,6.444,0.556,0.167,0.646,0.486,0.51
,Oregon,Malheur,13.153,0.728,0.098,0.506,0.45,0.625
,Oregon,Marion,5.282,0.514,0.184,0.628,0.531,0.477
,Oregon,Morrow,5.703,0.644,0.099,0.428,0.396,0.39
,Oregon,Multnomah,2.196,0.545,0.419,0.559,0.476,0.514
,Oregon,Polk,5.243,0.647,0.161,0.44,0.467,0.492
,Oregon,Sherman,8.02,0.782,0.055,0.269,0.279,0.529
,Oregon,Tillamook,6.278,0.631,0.155,0.487,0.5,0.515
,Oregon,Umatilla,12.495,0.675,0.112,0.697,0.501,0.5
,Oregon,Union,12.628,0.686,0.096,0.468,0.552,0.586
,Oregon,Wallowa,10.14,0.658,0.12,0.322,0.698,0.659
,Oregon,Wasco,12.989,0.64,0.078,0.496,0.465,0.548
,Oregon,Washington,1.983,0.562,0.405,0.419,0.501,0.54
,Oregon,Wheeler,2.76,0.761,0.081,0.21,0.232,0.519
,Oregon,Yamhill,4.073,0.51,0.207,0.561,0.445,0.522
,Washington,Washington,6.883,0.648,0.182,0.524,0.465,0.485
,Washington,Adams,5.951,0.684,0.08,0.422,0.329,0.375
,Washington,Asotin,13.269,0.635,0.054,0.332,0.475,0.533
,Washington,Benton,6.182,0.567,0.17,0.613,0.477,0.521
,Washington,Chelan,10.756,0.701,0.128,0.59,0.55,0.53
,Washington,Clallam,10.133,0.584,0.085,0.508,0.514,0.451
,Washington,Clark,1.59,0.55,0.447,0.46,0.478,0.458
,Washington,Columbia,2.91,0.526,0.165,0.235,0.51,0.524
,Washington,Cowlitz,6.855,0.655,0.12,0.501,0.412,0.45
,Washington,Douglas,3.731,0.693,0.254,0.49,0.416,0.506
,Washington,Ferry,6.396,0.691,0.122,0.338,0.351,0.626
,Washington,Franklin,4.886,0.668,0.158,0.461,0.486,0.396
,Washington,Garfield,3.381,0.646,0.101,0.226,0.397,0.466
,Washington,Grant,8.958,0.657,0.155,0.699,0.458,0.551
,Washington,Grays Harbor,9.313,0.616,0.096,0.597,0.4,0.436
,Washington,Island,4.087,0.82,0.192,0.374,0.456,0.432
,Washington,Jefferson,4.164,0.437,0.152,0.468,0.518,0.479
,Washington,King,3.328,0.686,0.527,0.864,0.521,0.501
,Washington,Kitsap,2.375,0.619,0.266,0.499,0.443,0.335
,Washington,Kittitas,6.399,0.735,0.2,0.575,0.499,0.498
,Washington,Klickitat,9.349,0.654,0.119,0.558,0.503,0.497
,Washington,Lewis,7.34,0.641,0.144,0.613,0.451,0.46
,Washington,Lincoln,9.452,0.687,0.114,0.524,0.624,0.385
,Washington,Mason,7.566,0.563,0.101,0.499,0.406,0.5
,Washington,Okanogan,8.339,0.665,0.138,0.609,0.503,0.454
,Washington,Pacific,5.751,0.594,0.092,0.448,0.387,0.382
,Washington,Pend Oreille,13.128,0.697,0.081,0.447,0.43,0.603
,Washington,Pierce,2.392,0.659,0.571,0.727,0.489,0.476
,Washington,San Juan,15.937,0.716,0.095,0.432,0.638,0.694
,Washington,Skagit,9.14,0.675,0.141,0.569,0.507,0.57
,Washington,Skamania,6.999,0.668,0.124,0.391,0.406,0.593
,Washington,Snohomish,6.181,0.634,0.263,0.722,0.541,0.641
,Washington,Spokane,4.593,0.65,0.272,0.715,0.513,0.408
,Washington,Stevens,10.228,0.659,0.108,0.581,0.5,0.466
,Washington,Thurston,2.187,0.696,0.531,0.564,0.522,0.464
,Washington,Wahkiakum,-0.727,0.595,0.179,0.153,0.202,0.396
,Washington,Walla Walla,7.648,0.657,0.103,0.543,0.432,0.369
,Washington,Whatcom,7.693,0.638,0.188,0.694,0.533,0.557
,Washington,Whitman,12.743,0.677,0.086,0.703,0.402,0.391
,Washington,Yakima,7.823,0.661,0.174,0.705,0.438,0.538
